patent_id,citation_patent_id,fwd_cit_bwd
10011856,4816567,0
10011878,4458066,0
10012450,3220960,0
10012636,2656508,0
10012637,2656508,0
10012664,4683195,0
10012664,4816567,0
10012664,5171534,0
10013373,5297148,0
10013399,6108703,0
10013672,6285999,0
10015143,6108703,1
10015237,6108703,1
10015241,6108703,1
10015243,6108703,0
10015286,6108703,1
10015452,5471515,0
10015460,8264458,0
10015473,5184830,0
10015562,5960411,1
10016198,4733665,1
10016262,4575330,0
10016263,4676586,0
10016271,3589363,0
10016274,4733665,1
10016275,4733665,1
10016276,4733665,0
10016404,3983140,0
10016435,4683202,0
10016496,4683195,0
10016514,4458066,0
10016534,4418691,0
10016534,4733665,1
10016592,4784135,0
10016617,4458066,0
10016617,4816567,0
10016938,4575330,0
10017561,4683202,0
10017561,4816567,0
10017561,4965188,1
10017575,5770429,1
10017579,4816567,0
10017579,5225539,0
10017580,4816567,0
10017580,5225539,0
10017708,4827064,0
10017708,4827073,0
10017728,4458066,0
10017732,4816567,0
10017815,4683195,0
10017815,4683202,0
10017815,4965188,1
10018581,2656508,0
10018619,4736866,0
10018622,4683202,0
10018629,4683195,0
10018629,4683202,0
10018629,4965188,1
10018643,4683195,0
10018643,4816567,0
10018643,5171534,0
10018843,5471515,0
10018937,2297691,0
10019701,5960411,0
10019711,5960411,0
10020587,2519603,0
10020677,4200770,0
10020844,2519603,0
10021079,4405829,0
10021179,6108703,1
10022200,4744360,0
10022204,4575330,0
10022219,3953566,0
10022220,4733665,0
10022249,4733665,1
10022306,6387981,1
10022306,6572693,1
10022306,6730156,1
10022425,4415732,0
10022425,4458066,0
10022425,4816567,0
10022425,8278036,0
10022435,8278036,0
10022453,4816397,0
10022453,4816567,0
10022455,4458066,0
10022455,8278036,0
10022468,5194299,0
10022503,4031893,1
10022538,3057356,0
10022624,5184830,0
10023161,5471515,0
10023521,4164560,0
10023521,4757128,0
10023605,6787308,0
10023608,4816397,0
10023608,4816567,0
10023608,5225539,0
10023626,8278036,0
10023631,4816397,0
10023631,5770429,1
10023631,6331415,1
10023634,4634665,0
10023634,4683195,0
10023634,4816567,0
10023634,5179017,1
10023634,5225539,0
10023634,5770429,1
10023634,5811097,0
10023634,5939598,1
10023654,5939598,0
10023892,4816567,0
10023892,5061620,0
10023920,4237224,0
10023920,4889818,0
10024439,424581,0
10024484,4017168,0
10025138,5471515,0
10025344,6671821,1
10025511,395781,0
10025736,5297148,0
10025759,6285999,1
10025848,6199042,0
10025982,5291560,0
10025994,5471515,0
10026062,5960411,0
10026080,5960411,0
10026081,5960411,0
10026102,6285999,0
10026513,6387981,0
10026908,4356429,0
10027157,4623597,0
10027327,4870302,0
10027397,2519603,0
10027398,2519603,0
10027582,6108703,1
10027707,5960411,1
10027930,5471515,0
10028173,3663762,0
10028654,5108388,1
10028683,3220960,0
10028684,3220960,0
10028826,4733665,0
10028827,3589363,0
10028851,4733665,0
10028894,6572693,1
10028910,5514646,0
10028940,3598122,0
10029011,5514646,0
10029018,4816567,0
10029092,3057356,0
10029230,2825721,0
10029439,3819587,0
10029446,3691140,0
10029616,3499112,0
10030045,4683195,0
10030045,4683202,0
10030060,4683202,0
10030074,4634665,0
10030074,4683195,0
10030074,4683202,0
10030074,4816397,0
10030074,4816567,1
10030074,4965188,1
10030074,5179017,1
10030074,5225539,0
10030074,5939598,1
10030157,3953566,0
10030246,4683195,0
10030247,4683195,0
10030268,4683195,0
10030268,4683202,0
10030268,4965188,1
10030278,4683202,0
10031166,4300182,0
10031490,4901221,0
10031660,4464652,0
10032068,4970663,0
10032075,4641349,0
10032075,5291560,1
10032215,5960411,0
10032901,5998833,1
10033107,2519603,0
10033108,2519603,0
10033191,2780765,0
10033617,7197462,0
10033627,6108703,1
10033691,6108703,1
10033700,4799258,0
10033792,5272628,0
10034682,3435826,0
10034690,6770074,1
10034750,3589363,0
10034796,4641349,0
10034833,3598122,0
10034921,4816397,0
10034921,4816567,0
10034928,4683195,0
10034928,4683202,0
10034950,4816567,0
10034991,3191596,0
10035031,4474245,0
10035307,4575330,0
10035594,5960411,0
10035595,5960411,0
10035692,3953566,0
10035762,4310440,0
10035817,5225539,0
10035853,4816567,0
10035859,4683195,0
10035859,5225539,0
10035859,5939598,0
10035860,4683195,0
10035860,5225539,0
10035860,5939598,0
10036001,4458066,0
10036007,4683202,0
10036010,4816567,0
10036010,5225539,0
10036010,7807619,0
10036011,4683195,0
10036011,4683202,0
10036012,4458066,0
10036012,5171534,0
10036014,4683195,0
10036014,4683202,0
10036019,4415732,0
10036019,4458066,0
10036025,4415732,0
10036025,4458066,0
10036025,4683195,0
10036025,4683202,0
10036028,4683195,0
10036053,4683195,0
10036053,4683202,0
10036053,4965188,1
10036055,4683195,0
10036055,4683202,0
10036055,4965188,1
10036057,4683195,0
10036057,4965188,1
10036060,4415732,0
10036060,4458066,0
10036060,4683195,0
10036062,4683195,0
10036062,4683202,0
10036077,4683195,0
10036077,4683202,0
10036748,4683202,0
10036930,5961804,1
10036930,6124851,1
10037303,4901221,0
10037567,5960411,0
10038663,174465,0
10038663,4371752,1
10038683,5960411,1
10038691,5291560,0
10038788,5960411,0
10039594,3953566,0
10039625,4676586,0
10039636,4733665,1
10039638,3953566,0
10039649,6770074,1
10039759,4683202,0
10039777,4458066,0
10039777,4683195,0
10039777,4683202,0
10039928,4641349,0
10040821,3598122,0
10040853,4458066,0
10040853,4683195,0
10040853,4683202,0
10040853,4816567,0
10040855,4816397,0
10040855,4816567,0
10040855,5225539,0
10040866,4634665,0
10040866,4816567,0
10040866,5179017,1
10040873,2356128,0
10040882,2825721,0
10041068,4683202,0
10041073,4415732,0
10041117,4683202,0
10041117,4889818,1
10041117,4965188,1
10041119,4683202,0
10041120,4458066,0
10041120,4683195,0
10041120,4683202,0
10041123,4683195,0
10041123,4683202,0
10041123,4965188,1
10041934,4816567,0
10042418,3541541,0
10042792,5297148,0
10042799,5297148,0
10042994,5291560,0
10043052,4405829,0
10043082,5471515,0
10043195,5960411,0
10043207,5960411,0
10043229,4641349,0
10043229,5291560,1
10043333,5291560,0
10043516,7166791,1
10044409,2519603,0
10044695,4405829,0
10045494,4458066,0
10045790,3435826,0
10045835,4575330,0
10045982,4683202,0
10046231,5184830,0
10046417,5527628,0
10046702,5471515,0
10046894,1821525,0
10047121,4634665,0
10047121,4683202,0
10047121,4816397,0
10047121,4816567,0
10047121,5179017,1
10047121,5225539,0
10047121,5770429,1
10047121,5939598,1
10047151,4683195,0
10047156,4816397,0
10047156,4816567,0
10047165,4816567,0
10047282,4683195,0
10047282,4683202,0
10047282,4965188,1
10047299,4310440,0
10047345,4683202,0
10047345,4816567,0
10047356,4683202,0
10047357,4683195,0
10047357,4683202,0
10047359,4683195,0
10047359,4889818,1
10047367,4683195,0
10047368,4683195,0
10047388,4683195,0
10047388,4683202,0
10047390,4458066,0
10047390,4683195,0
10047390,4683202,0
10047390,4965188,1
10047394,6787308,0
10047403,4683195,0
10047403,4683202,0
10048208,5471515,0
10048253,5770429,1
10048284,4683195,0
10048284,4683202,0
10048563,5961804,1
10048563,6124851,1
10048564,5961804,1
10048564,6124851,1
10049017,6671821,1
10049051,6108703,1
10049207,5297148,1
10049357,4405829,0
10049365,2292387,0
10049385,5960411,0
10049521,5291560,0
10049627,5751384,0
10049663,7166791,1
10049668,7166791,1
10049675,7166791,1
10050669,4200770,0
10050697,2519603,0
10051011,7197462,0
10051483,2519603,0
10051629,2519603,0
10051630,2519603,0
10051917,3793750,0
10052051,3220960,0
10052174,4575330,0
10052176,4575330,0
10052191,6387981,0
10052203,4733665,0
10052204,3589363,0
10052231,4744360,0
10052284,4458066,0
10052284,8278036,0
10052315,5811097,0
10052320,4683202,0
10052371,5811097,0
10052605,2656508,0
10052605,4683195,0
10052605,4683202,0
10052605,6023540,0
10052632,6787308,0
10052682,4575330,0
10053012,5471515,0
10053013,3499112,0
10053414,3598122,0
10053484,4683195,0
10053484,4683202,0
10053484,4889818,1
10053504,4816567,0
10053510,4634665,0
10053510,5179017,1
10053510,5770429,1
10053510,5939598,1
10053668,4816567,0
10053685,4683195,0
10053685,4683202,0
10053685,4965188,1
10053688,4415732,0
10053688,6787308,0
10053734,4683195,0
10053734,4816567,0
10053736,4683195,0
10053736,4683202,0
10053832,2682235,0
10054094,6387981,1
10054094,6572693,1
10054857,5061049,0
10055150,5297148,0
10055461,6285999,0
10055539,4683195,0
10055539,4683202,0
10055591,8555353,0
10055651,5471515,0
10055719,5960411,0
10055733,4641349,0
10055733,5291560,1
10055768,6141060,1
10055772,5960411,1
10055955,3906166,0
10056067,4494074,0
10056548,4539507,0
10056693,2292387,0
10057057,4405829,0
10057268,5960411,0
10057489,5471515,0
10057734,7197462,0
10057736,7166791,1
10058091,4925572,0
10058244,5108388,1
10058284,4733665,0
10058284,4816567,0
10058330,4733665,1
10058334,4469099,0
10058350,6770074,0
10058370,4784135,0
10058404,4575330,0
10058421,4733665,1
10058424,4733665,0
10058559,4816567,0
10058559,5225539,0
10058599,4458066,0
10058599,4816567,0
10058619,4683195,0
10058619,4683202,0
10058621,4816567,0
10058641,4733665,1
10058642,4418691,0
10058837,4757128,0
10059058,4575330,0
10059059,4575330,0
10059062,4575330,0
10059349,110971,0
10059657,4683195,0
10059657,4683202,0
10059746,4816567,0
10059746,5939598,0
10059762,4816567,0
10059768,4816567,0
10059768,5770429,0
10059776,4816567,0
10059898,4827064,0
10059898,4827073,0
10059936,4816397,0
10059991,6787308,0
10059997,4683195,0
10059999,4683202,0
10060909,4458066,0
10060909,4683195,0
10060909,4683202,0
10060916,5077210,0
10061318,5960411,0
10061478,7166791,1
10061558,4870302,1
10061699,4128880,0
10061749,6108703,0
10061817,6285999,0
10061915,4405829,0
10062260,5960411,0
10062788,5998833,1
10063280,2519603,0
10063442,6108703,0
10063461,7197462,0
10063653,6108703,0
10063713,7197462,0
10063799,5471515,0
10063934,5960411,0
10064144,5103459,0
10064398,5770429,0
10064398,5939598,1
10064404,4683195,0
10064404,4683202,0
10064404,4889818,1
10064404,4965188,1
10064540,5471515,0
10064619,4733665,1
10064642,3589363,0
10064718,4733665,0
10064747,4733665,1
10064754,4744360,0
10064755,4744360,0
10064898,4458066,0
10064898,4816567,0
10064959,4415732,0
10064959,4458066,0
10064959,4816567,0
10064959,8278036,0
10064982,4733665,1
10065134,4925572,0
10065185,4599315,0
10065185,4683195,0
10065185,4683202,0
10065186,4683195,0
10065186,4683202,0
10065186,4965188,1
10065189,4415732,0
10065189,4458066,0
10065189,4683195,0
10065189,4683202,0
10065189,4893886,0
10065189,4965188,1
10065371,2297691,0
10065879,3994711,1
10066002,4816567,0
10066012,5939598,1
10066030,2825721,0
10066167,203016,0
10066167,222390,0
10066184,4827064,0
10066184,4827073,0
10066229,4683202,0
10066233,4683195,0
10066233,4683202,0
10066240,4683195,0
10066240,4683202,0
10066259,4683195,0
10066259,4683202,0
10066265,4683195,0
10066265,4683202,0
10066265,4965188,1
10066265,6787308,0
10066308,2205854,0
10066782,4017168,1
10067121,2656508,0
10067572,5184830,0
10067938,7166791,1
10068080,4641349,0
10068080,5291560,1
10068220,5960411,1
10068224,4200770,0
10068224,4405829,0
10068406,5291560,0
10069005,5998833,1
10069185,2519603,0
10069535,2519603,0
10069773,7197462,0
10069924,6285999,0
10069996,5061049,0
10070602,4458066,0
10070772,5471515,0
10070783,5108388,1
10070827,4733665,0
10070827,4816567,0
10070923,4744360,0
10070936,6770074,1
10070968,4733665,0
10070975,4733665,0
10071162,3950333,0
10071169,4816567,0
10071169,5225539,0
10071169,7807619,0
10071266,4575330,0
10071283,5961804,1
10071376,4599315,0
10071376,4683195,0
10071376,4683202,0
10071676,5471515,0
10071689,5471515,0
10072069,5770429,1
10072069,5939598,1
10072072,6331415,0
10072075,4816567,0
10072078,5225539,0
10072080,4816567,0
10072090,4816397,0
10072090,5770429,1
10072092,4816567,0
10072092,5225539,0
10072217,2130947,0
10072259,4683195,0
10072264,4683202,0
10072283,4458066,0
10072283,4683202,0
10072283,4889818,1
10072287,4458066,0
10072287,4683195,0
10072287,4683202,0
10072287,6787308,0
10073035,7535012,1
10073035,7776613,1
10073098,4816567,0
10073108,4683195,0
10073108,4683202,0
10073108,4965188,1
10073115,4870302,0
10073416,223898,0
10073488,8264458,0
10074011,4641349,0
10074011,5291560,1
10074360,7166791,1
10074744,5998833,0
10074886,2519603,0
10074890,2519603,0
10075168,4870302,0
10075169,4870302,0
10075551,6108703,1
10075626,5471515,0
10075746,5960411,0
10076103,5770429,1
10076103,5939598,1
10076399,4733665,1
10076405,3097366,0
10076411,4733665,0
10076412,4733665,0
10076444,4744360,0
10076445,3589363,0
10076483,4235893,0
10076571,5939598,0
10076574,4683202,0
10076591,4733665,1
10076658,3057356,0
10076754,4599315,0
10076754,4683195,0
10076754,4683202,0
10076824,2947611,0
10076880,5960411,0
10077300,4816567,0
10077304,4683195,0
10077304,4683202,0
10077304,4816567,0
10077304,5770429,1
10077304,5939598,1
10077306,4634665,0
10077306,4683195,0
10077306,4816567,0
10077306,5179017,1
10077306,5225539,0
10077306,5770429,1
10077306,5811097,0
10077306,5939598,1
10077315,4816567,0
10077326,2356128,0
10077409,4827064,0
10077409,4827073,0
10077420,4683195,0
10077420,4683202,0
10077420,4736866,0
10077420,4965188,1
10077439,4816567,0
10077473,4683195,0
10077473,4683202,0
10077473,4965188,1
10077473,6787308,0
10077475,4683195,0
10077475,4683202,0
10077478,4683195,0
10077478,4683202,0
10077478,4965188,1
10077478,6787308,0
10077543,8264458,0
10078330,8649899,0
10078604,5297148,0
10078631,7166791,1
10078724,4683195,0
10078724,4683202,0
10078782,5291560,0
10078789,5471515,0
10078819,6285999,0
10078968,4405829,0
10079014,7166791,1
10079464,381968,0
10079661,2519603,0
10079681,4405829,0
10079737,6285999,0
10079742,6108703,1
10079765,4200770,0
10080006,4970663,0
10080495,4641349,0
10080627,4575330,0
10080652,4733665,1
10080790,4816397,0
10080790,4816567,0
10080790,5225539,0
10080790,6331415,1
10080799,4683202,0
10080821,4733665,0
10080903,3057356,0
10081679,4816567,0
10081807,4683195,0
10081807,4683202,0
10081807,4965188,1
10081815,4683195,0
10081815,4683202,0
10081815,4965188,1
10081836,6787308,0
10081844,4683195,0
10081844,4683202,0
10082622,7903917,1
10082966,5297148,0
10083688,7166791,1
10083690,7166791,1
10084146,4539507,0
10084453,4870302,0
10085446,4827064,0
10085500,3953566,0
10085546,7166791,0
10085823,4575330,0
10085859,4733665,0
10085886,4784135,0
10085982,4683202,0
10085994,3598122,0
10085995,3598122,0
10086054,4816567,0
10086054,5061620,0
10086076,4816397,0
10086076,4816567,0
10086076,5225539,0
10086076,5939598,0
10086085,4816397,0
10086085,4816567,0
10086085,5225539,0
10086178,4733665,1
10086213,3435826,0
10086374,4683202,0
10086375,4683202,0
10086566,4575330,0
10086597,4676586,1
10086747,5471515,0
10086870,5471515,0
10087208,4415732,0
10087208,4458066,0
10087227,4736866,0
10087227,4816567,0
10087230,5225539,0
10087236,4816567,0
10087236,5061620,0
10087244,5225539,0
10087252,4816567,0
10087253,4816397,0
10087253,5225539,0
10087255,4816567,0
10087256,5770429,1
10087259,4816567,0
10087259,5225539,0
10087344,5961804,1
10087439,4683195,0
10087439,4683202,0
10087440,4683195,0
10087440,4683202,0
10087440,4889818,1
10087440,4965188,1
10087445,4683195,0
10087445,4683202,0
10087445,4889818,1
10087538,4623597,0
10087696,1569247,0
10088478,4816567,0
10088732,6124851,0
10088939,4405829,0
10088976,6199042,1
10089072,7166791,1
10089437,6787308,0
10089453,5291560,0
10089526,5291560,0
10089537,5471515,0
10089541,5471515,0
10089550,6141060,1
10089667,5960411,1
10089812,5291560,0
10089986,6285999,0
10090594,2519603,0
10090601,2519603,0
10090606,2519603,0
10091096,6108703,1
10091121,6108703,1
10091335,5960411,1
10091787,2519603,0
10091897,7166791,0
10092172,5471515,0
10092357,4053845,0
10092363,4053845,0
10092427,3953566,0
10092504,5061620,0
10092524,4757128,0
10092555,4683195,0
10092578,4164560,0
10092578,4757128,0
10092628,4683195,0
10092670,3013656,0
10092688,4031893,0
10092782,3953566,0
10093064,4575330,0
10093588,203016,0
10093588,222390,0
10093725,4816567,0
10093725,5225539,0
10093725,5939598,1
10093733,4816567,0
10093733,5225539,0
10093733,5939598,0
10093887,4683195,0
10093887,4683202,0
10093887,4965188,1
10093896,4683202,0
10093908,4683195,0
10093908,4965188,1
10093967,4415732,0
10093967,4458066,0
10093978,4816567,0
10093978,5225539,0
10093981,6787308,0
10093986,4683202,0
10094800,4683195,0
10094800,4683202,0
10094800,4889818,1
10094836,4683195,0
10094836,4683202,0
10094836,4816567,0
10094836,4965188,1
10094836,5225539,0
10094973,7903917,1
10094974,7450806,0
10095778,6285999,1
10095927,5291560,0
10096023,5960411,0
10096056,5960411,0
10096320,174465,0
10096320,4371752,1
10096701,5290393,0
10096881,2519603,0
10097240,4200770,0
10097398,6108703,1
10097448,6108703,1
10097566,6108703,1
10097616,6108703,1
10098419,3691140,0
10098651,3435826,0
10098652,3435826,0
10098733,4733665,1
10098734,4733665,0
10098783,5108388,1
10098785,5108388,1
10098786,4744360,0
10098836,4391797,1
10098934,4634665,0
10098934,4816567,0
10098934,5179017,1
10098934,5225539,0
10098934,5770429,1
10098934,5939598,1
10098943,5939598,0
10098951,4816567,0
10098959,4415732,0
10098959,4458066,0
10099041,4575330,0
10099406,4575330,0
10099422,4575330,0
10099426,4575330,0
10099610,5471515,0
10100053,4683202,0
10100111,5225539,0
10100116,5225539,0
10100119,4816567,0
10100121,5225539,0
10100123,4816397,0
10100123,4816567,0
10100123,5225539,0
10100123,5939598,1
10100123,6331415,1
10100125,4816567,0
10100229,3691140,0
10100278,4683195,0
10100278,4683202,0
10100302,4599315,0
10100302,4683195,0
10100302,4683202,0
10100306,4683202,0
10100315,4683195,0
10100315,4683202,0
10100316,4683195,0
10100358,4683195,0
10100358,4683202,0
10100358,4965188,1
10100532,3691140,0
10101822,7166791,1
10101851,4405829,0
10101959,5960411,0
10102301,6108703,0
10102359,7166791,1
10102401,4200770,0
10102401,4405829,0
10102427,4641349,0
10102427,5291560,1
10102525,5960411,0
10102562,5960411,0
10103422,2519603,0
10103559,4623597,0
10103801,2519603,0
10104020,5960411,1
10104298,5471515,0
10105128,5046022,0
10105289,6387981,0
10105413,4683195,0
10105413,4683202,0
10105413,4965188,1
10105417,4634665,0
10105417,5179017,1
10105417,6455275,1
10105445,3598122,0
10105471,4418691,0
10105499,4031893,0
10106155,5471515,0
10106295,3013656,0
10106573,4683202,0
10106575,4816567,0
10106600,4816567,0
10106602,4634665,0
10106602,4816397,0
10106602,4816567,0
10106602,5179017,1
10106602,5225539,0
10106602,5770429,1
10106602,5939598,1
10106611,4816567,0
10106611,5225539,0
10106611,5939598,1
10106612,4816567,0
10106788,4683195,0
10106788,4683202,0
10106793,4415732,0
10106793,4458066,0
10106793,4683195,0
10106793,4683202,0
10106822,4683195,0
10106822,4683202,0
10106844,4683195,0
10106844,4683202,0
10106844,4965188,1
10106845,4683195,0
10106845,4683202,0
10106845,4965188,1
10106846,4683202,0
10106846,4889818,1
10106916,3953566,0
10107753,7535012,1
10107753,7776613,1
10107804,6023540,1
10107905,5471515,0
10108273,8264458,0
10108612,7166791,1
10108858,5291560,0
10108969,6574628,0
10108988,6285999,0
10109142,4200770,0
10109142,4405829,0
10109713,5290393,0
10110288,4901307,0
10110305,3663762,0
10110305,7450806,1
10110307,3663762,0
10110307,7450806,1
10110379,4200770,0
10110379,4405829,0
10110379,5291560,0
10110694,6108703,1
10110822,6141060,0
10110860,5471515,0
10111705,5471515,0
10111709,4053845,0
10111711,5471515,0
10111738,3598122,0
10111747,3589363,0
10111757,6770074,1
10111766,4733665,1
10111781,188292,0
10111810,3598122,0
10111847,4733665,1
10111907,4683202,0
10111927,4816567,0
10111927,5225539,0
10111951,4816567,0
10111951,5061620,0
10111953,5939598,0
10111962,4458066,0
10111967,4415732,0
10112101,5961804,1
10112187,4310440,0
10112257,4676586,1
10112540,5471515,0
10112994,4816567,0
10112996,4816397,0
10112996,5770429,1
10112996,6331415,1
10113000,4816397,0
10113000,4816567,0
10113000,5225539,0
10113001,4816397,0
10113001,6331415,1
10113075,4575330,0
10113097,3953566,0
10113162,4683195,0
10113166,4683195,0
10113166,4683202,0
10113172,4683195,0
10113172,4683202,0
10113172,4965188,1
10113206,4415732,0
10113206,4458066,0
10113206,4965188,0
10113266,3819587,0
10114011,5061620,0
10114023,4816567,0
10114023,5939598,0
10114023,6331415,1
10114028,4816567,0
10114497,4405829,0
10114591,4575330,0
10115001,4405829,0
10115080,4371752,1
10115102,5960411,0
10115128,3253262,0
10115310,5471515,0
10116312,4870302,0
10116584,6108703,1
10116733,7197462,0
10116888,4641349,0
10116888,5291560,1
10117668,4733665,1
10117672,4469099,0
10117774,4164560,0
10117809,6387981,0
10117869,3950333,0
10117909,5514646,0
10117919,4237224,0
10117919,4363877,0
10117961,5780860,0
10117972,4733665,0
10118134,3953566,0
10118177,4599315,0
10118338,4575330,0
10118376,4575330,0
10118618,5471515,0
10118686,2406506,0
10118950,4458066,0
10118950,4683195,0
10118950,4683202,0
10118958,4816567,0
10118958,5225539,0
10118958,5770429,1
10118958,5939598,0
10118961,4816567,0
10118962,4816397,0
10118962,4816567,0
10118962,5225539,0
10118968,5939598,0
10118969,4816567,0
10118969,5061620,0
10118970,4816567,0
10118970,6331415,1
10119090,4827064,0
10119090,4827073,0
10119093,4827064,0
10119093,4827073,0
10119132,4683202,0
10119134,4683195,0
10119134,4683202,0
10119134,4889818,1
10119134,4965188,1
10119164,4458066,0
10119805,2612994,0
10119972,4816567,0
10119972,5061620,0
10119979,4683195,0
10120586,5297148,0
10120694,5297148,0
10120816,5297148,0
10121186,5960411,0
10121198,5960411,0
10122364,4870302,0
10122630,6108703,1
10122699,4405829,0
10122763,7197462,0
10123430,5527628,0
10123518,4736866,0
10123538,3799758,0
10123706,4575330,0
10123806,4469099,1
10123894,4733665,0
10123894,4733665,0
10123952,2876166,0
10124042,8278036,0
10124070,4816567,0
10124070,5225539,0
10124154,3435826,0
10124468,2947611,0
10124875,3093346,0
10125192,4816567,0
10125192,5225539,0
10125192,5939598,1
10125373,4683195,0
10125373,4683202,0
10125381,4683195,0
10125382,4683202,0
10125390,6787308,1
10125392,6787308,0
10126301,4816567,0
10126313,4816567,0
10126313,6153410,0
10127149,6671821,0
10127220,7166791,1
10127369,5291560,0
10127556,3789409,0
10127556,3906166,0
10127738,5471515,0
10127816,4200770,0
10127816,4405829,0
10127816,5103459,0
10127911,7166791,1
10127944,5960411,0
10128537,6221534,0
10129026,4200770,0
10129576,5960411,0
10130081,5770429,0
10130081,5939598,0
10130445,4575330,0
10130465,4733665,1
10130581,5514646,1
10130626,4816567,0
10130685,5514646,1
10130709,5514646,1
10130714,4816567,0
10130714,5061620,0
10130718,4816567,0
10130844,5961804,1
10131062,775134,0
10131279,5471515,0
10131280,3499112,0
10131429,4474245,0
10131658,4816567,0
10131682,4816567,0
10131682,5225539,0
10131682,5770429,1
10131682,5939598,1
10131704,4816567,0
10131704,5939598,1
10131713,5225539,0
10131873,4816567,0
10131904,4415732,0
10131934,2656508,0
10131937,4683195,0
10131938,4683202,0
10131947,4683195,0
10131948,4683202,0
10131951,4683195,0
10131958,6787308,0
10132121,2947611,0
10132797,4816567,0
10132797,5225539,0
10132797,5939598,1
10132799,4816567,0
10132799,5225539,0
10132799,7807619,0
10132818,5225539,0
10132818,5770429,1
10132971,5471515,0
10133140,4870302,1
10133243,4901221,0
10133686,5297148,0
10133723,6285999,1
10133788,6285999,0
10133804,6108703,0
10133857,5291560,0
10133996,5747282,0
10133996,5837492,0
10133997,5747282,0
10133997,5837492,0
10134385,7166791,1
10135145,2519603,0
10135146,2519603,0
10135147,2519603,0
10135357,5998833,1
10135620,6108703,1
10135831,6108703,1
10135878,5960411,0
10135956,6108703,0
10136180,4901307,0
10136180,5103459,0
10136426,6590928,0
10136434,2519603,0
10136635,4925572,0
10136911,4733665,0
10136964,4575330,0
10136982,3598122,0
10136991,4733665,1
10137061,6387981,1
10137061,6572693,1
10137061,6730156,1
10137196,4816567,0
10137204,4816567,0
10137206,8278036,0
10137575,5046022,0
10137892,5471515,0
10138213,4458066,0
10138213,8278036,0
10138284,5514646,0
10138291,4683195,0
10138291,4683202,0
10138291,4965188,1
10138485,4415732,0
10138511,6023540,1
10138514,6787308,1
10138518,4683195,0
10138524,4683195,0
10138524,4683202,0
10138524,4965188,1
10139012,4599315,0
10139012,4683195,0
10139012,4683202,0
10139136,1821525,0
10139163,4733665,0
10139399,4816567,0
10139399,5225539,0
10139400,5171534,0
10139561,7903917,1
10139651,4575330,0
10139820,2519603,0
10140264,6108703,0
10140424,5077210,0
10141314,5297148,0
10141939,4870302,0
10142010,2519603,0
10142086,2519603,0
10142863,447918,0
10142863,4200770,0
10142886,7339900,0
10143186,5770429,0
10143186,5939598,0
10143410,3220960,0
10143471,7807619,0
10143502,6770074,1
10143541,4575330,0
10143552,4733665,1
10143574,4733665,0
10143585,3435826,0
10143632,3691140,0
10143655,5514646,1
10143671,3228831,0
10143724,5225539,0
